WKT,name,description
"LINESTRING (-105.6790114 31.1937421, -105.73166 31.19458, -105.7711 31.2246, -105.79347 31.26538, -105.83008 31.29796, -105.87227 31.32509, -105.90552 31.36006, -105.9428 31.39206, -105.98717 31.41694, -106.0299 31.4438, -106.06703 31.47634, -106.11154 31.50074, -106.14405 31.53629, -106.17314 31.57385, -106.20248 31.61172, -106.23167 31.64934, -106.26532 31.68467, -106.30147 31.7175, -106.33942 31.74905, -106.3833 31.77437, -106.43608 31.77755, -106.48681 31.76427, -106.5198 31.79966, -106.56146 31.8274, -106.57867 31.87002, -106.58269 31.91544, -106.58267 31.96074, -106.58265 32.00583, -106.59918 32.04906, -106.62037 32.09035, -106.64215 32.13163, -106.66765 32.17118, -106.69568 32.21022, -106.72331 32.24867, -106.73998 32.29147, -106.75947 32.33351, -106.7373 32.37455, -106.68918 32.39395, -106.63976 32.41099, -106.58998 32.42814, -106.53694 32.43642, -106.48284 32.43797, -106.43237 32.45474, -106.39773 32.48967, -106.3682 32.52728, -106.33801 32.56575, -106.30836 32.60347, -106.27564 32.64511, -106.24475 32.68435, -106.21509 32.72194, -106.18623 32.76056, -106.21877 32.79647, -106.26758 32.81502, -106.21877 32.79647, -106.16877 32.78047, -106.12282 32.8038, -106.07659 32.82725, -106.02728 32.84781, -105.97852 32.86748, -105.97011 32.91245, -105.97324 32.95748, -105.99056 33.00012, -106.00835 33.04387, -106.02619 33.08651, -106.0437 33.12913, -106.05102 33.17385, -106.05843 33.21873, -106.06589 33.26376, -106.07475 33.30857, -106.08125 33.35347, -106.07146 33.3983, -106.06449 33.44382, -106.05212 33.48944, -106.02594 33.52903, -105.99181 33.56392, -105.94642 33.5934, -105.90503 33.6226, -105.90328 33.66807, -105.9387 33.70261, -105.97156 33.73836, -106.02489 33.74785, -106.0793 33.74908, -106.13034 33.76454, -106.17196 33.79331, -106.22375 33.80723, -106.27309 33.82621, -106.30656 33.8616, -106.3504 33.88815, -106.40524 33.88634, -106.45882 33.87873, -106.51298 33.8773, -106.56711 33.8798, -106.62131 33.88227, -106.67552 33.88472, -106.72989 33.88716, -106.78026 33.90378, -106.83303 33.91497, -106.88149 33.93511, -106.89117 33.97947, -106.89371 34.02446, -106.94613 34.00704, -107.00058 34.01404, -107.04832 34.03617, -107.07748 34.0743, -107.11627 34.10676, -107.16311 34.13077, -107.21718 34.12644, -107.26744 34.10826, -107.32149 34.09679, -107.37447 34.08628, -107.42754 34.07572, -107.4816 34.08072, -107.5368 34.08997, -107.59095 34.09902, -107.64787 34.10851, -107.70526 34.11807, -107.76065 34.12724, -107.81472 34.13617, -107.85879 34.16334, -107.89966 34.19326, -107.93223 34.22941, -107.9734 34.2629, -108.02646 34.27301, -108.0785 34.28651, -108.13197 34.29928, -108.18601 34.30949, -108.24044 34.30614, -108.29426 34.31301, -108.35095 34.32023, -108.40552 34.31968, -108.45945 34.32774, -108.5123 34.34293, -108.56553 34.33316, -108.60525 34.30237, -108.65708 34.28771, -108.7087 34.27304, -108.76075 34.25826, -108.8119 34.2413, -108.86165 34.22235, -108.91394 34.20889, -108.96347 34.19021, -109.01695 34.1819, -109.06751 34.16297, -109.1219 34.15645, -109.17576 34.15, -109.2291 34.13995, -109.28294 34.13291, -109.31351 34.17017, -109.33149 34.21263, -109.35355 34.25521, -109.37499 34.29666, -109.38394 34.34114, -109.40551 34.38303, -109.41066 34.42835, -109.39242 34.47081, -109.42434 34.50742, -109.46694 34.53749, -109.50928 34.56648, -109.55863 34.58644, -109.61274 34.59298, -109.65886 34.61771, -109.70137 34.64674, -109.73573 34.68212, -109.76953 34.71748, -109.80379 34.75266, -109.84717 34.78019, -109.891151 34.7926528)",day 35 driving GPS coords,
